Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
77338b92-68ba-67d3-4e20-a9c6f693e56a,1945-05-13,1961-08-10,999-53-2028,S99930040,,,Carmelo33,Crooks415,,,,white,nonhispanic,M,Montebello  California  US,434 Towne Avenue Apt 73,Poway,California,San Diego County,6073,92128,33.004185193787826,-116.80261569561517,38424.14,23213.38,162992
3756fe0c-0685-4b54-a595-8e1d47dfe0ff,1989-05-21,,999-28-1404,S99984329,X57592792X,Mrs.,Lawrence741,Bogisich202,,Jaskolski867,M,black,hispanic,F,San Diego  California  US,112 Kerluke Mill Suite 54,Albany,California,Alameda County,6001,94707,37.9387662647251,-122.28131643059857,115272.91,703816.54,669601
a927f44b-bc8c-3574-9316-1b28b7579d08,2007-07-02,,999-35-8910,S99967711,,,Aracely711,Becker968,,,,white,hispanic,F,Florin  California  US,1032 McDermott Drive,San Buenaventura (Ventura),California,Ventura County,6111,93004,34.324138699617656,-119.18221074283376,73487.46,739721.01,134766
0fa2bb7d-da17-608c-f37e-da819d0ff7b3,1961-09-28,,999-31-5912,S99998830,X38315179X,Mr.,Millard193,Lubowitz58,JD,,M,white,nonhispanic,M,Los Angeles  California  US,1059 Jacobson Stravenue,Oakland,California,Alameda County,6001,94613,37.82303340111536,-122.21008325268032,110509.72,106386.04,61342
b0135757-888d-ad98-e62e-e331c164490d,2015-07-24,,999-85-1801,,,,Alejandra902,Valenzuela371,,,,white,hispanic,F,Caguas  Puerto Rico  PR,1000 Sanford Ramp Unit 19,Chula Vista,California,San Diego County,6073,91913,32.60259120033979,-117.0848866497842,1100.00,11575.75,30152
fca3b4b9-f009-ebe3-df00-87ab90d0680a,1994-07-23,,999-99-6410,S99916533,X21646267X,Mrs.,Josphine206,Funk324,,Funk324,M,white,hispanic,F,Mission Viejo  California  US,653 Jacobi Divide,Fresno,California,Fresno County,6019,93722,36.8148561405597,-119.69461105676685,198237.56,867540.72,176821
60232165-a4d2-19a0-c7f5-ff2fb91fc954,1940-09-11,2016-09-02,999-68-6532,S99971879,X29253078X,Ms.,Ángela136,Miranda712,,,S,white,hispanic,F,Gaudalajara  Jalisco  MX,1002 Sawayn Well Unit 7,Bakersfield,California,Kern County,6029,93308,35.33518638891422,-119.02469269993449,16524.33,1197324.54,20783
ae673ac6-50d5-9198-9fe7-f702d3a85f0a,2000-08-05,,999-52-4724,S99983473,X49256948X,Mr.,Adam631,Green467,,,,white,nonhispanic,M,Moscow  Moscow  RU,401 Kuvalis Lock,Bakersfield,California,Kern County,6029,93307,35.59042513837713,-118.92847334064767,3906.03,42103.90,13091
ae38f23e-9144-9bc6-300f-b3708f9339a5,1954-07-12,,999-53-8929,S99983532,X5620155X,Mr.,Jere230,Kshlerin58,,,S,asian,nonhispanic,M,Oxnard  California  US,107 Marks Meadow,Buena Park,California,Orange County,6059,90620,33.853534606407,-117.94192500622964,229358.43,343154.40,134393
d2f063a8-898e-1929-d696-d1671f6f8134,1951-03-03,2015-07-04,999-82-2645,S99944970,X26407063X,Mrs.,Clarissa466,Windler79,,Walter473,M,white,hispanic,F,San Jose  California  US,108 Tremblay Drive,Vista,California,San Diego County,6073,92078,33.1337555084393,-117.15927867912767,1190675.31,507221.76,40142
944a6364-85e4-ab60-78f7-3e0a5bd4445c,1978-07-23,,999-96-5432,S99980439,X88178097X,Mr.,Isreal8,Baumbach677,,,M,white,nonhispanic,M,El Sobrante  California  US,564 Casper Bridge Unit 80,Alameda,California,Alameda County,6001,94502,37.7838827687173,-122.23783095926098,83587.86,2279.39,94857
e2583eec-e7c0-e291-ef88-955f6bbb4f14,1991-03-11,,999-24-1950,S99978120,X28210665X,Mrs.,Gloria696,Zúñiga630,,Gonzales379,M,white,hispanic,F,Juarez  Chihuahua  MX,652 Schowalter Divide Unit 56,West Covina,California,Los Angeles County,6037,91744,34.06651562369061,-117.94891286933918,221284.04,704841.70,149099
586aef93-ba76-6c67-4d74-0d73019562fa,1976-04-04,,999-72-9784,S99910327,X49568618X,Mrs.,Magdalena964,Carranza218,,Magaña874,M,asian,hispanic,F,Bogota  Bogota  CO,787 Grady Road Unit 81,Rancho Cucamonga,California,San Bernardino County,6071,92336,34.18933330980914,-117.5466748942844,623248.61,992167.75,61586
75cffe18-4d7d-0726-742b-ebe04392345a,2020-02-03,,999-72-5201,,,,Elbert916,Eichmann909,,,,white,nonhispanic,M,Yuba City  California  US,706 Corkery Loaf Unit 13,Simi Valley,California,Ventura County,6111,93063,34.226818198961716,-118.73565976470827,10093.27,2364.33,125730
5566d1c0-8db8-9564-e0af-82c11ee60d0e,2023-01-01,,999-27-8874,,,,Prudence900,O'Connell601,,,,white,nonhispanic,F,Hawaiian Gardens  California  US,429 Bernier Underpass,Camp Pendleton North,California,San Diego County,,00000,33.291073641974265,-117.2830194430524,250.00,5708.21,27120
7a079477-c5ad-af63-af12-56d1f4886c17,1961-09-28,,999-40-3379,S99960198,X56725653X,Mrs.,Elvira561,Borrego496,,Grijalva82,M,asian,hispanic,F,San Juan  Puerto Rico  PR,568 Lindgren Overpass Unit 90,San Marcos,California,San Diego County,6073,92078,33.1246426612875,-117.1907227364299,50613.45,1311021.15,124938
39645bb4-7cd1-ad15-755e-545982fb9deb,1940-09-11,2011-01-26,999-26-1820,S99990012,X19121566X,Mrs.,Marilu588,Navarrete760,,Robles531,M,white,hispanic,F,San Jose  San Jose  CR,615 Zulauf Rue Unit 22,Bakersfield,California,Kern County,6029,93309,35.45247696131729,-118.75326816119649,16905.00,2027605.09,20783
4305b502-55e6-366c-99cc-5864a0f1c94d,2000-04-28,,999-97-8236,S99956585,X48472942X,Ms.,Carlita746,Bailey598,,,,white,hispanic,F,San Buenaventura (Ventura)  California  US,1038 Nolan Street Unit 94,Calexico,California,Imperial County,6025,92249,32.70752418935677,-115.47133823104454,8281.42,1030855.98,14779
1644d7c4-f68c-e95a-a183-776b3317b5b6,1951-03-03,2002-05-04,999-47-5738,S99925335,X47942851X,Mrs.,Winona266,Rath779,,Rath779,M,white,hispanic,F,Chino  California  US,703 Koepp Road Apt 8,Vista,California,San Diego County,6073,92083,33.20163093071798,-117.3007399877873,706974.30,455950.15,40142
e400b4da-8aa0-e8a8-2f28-a427256fc3c8,1945-05-13,1996-01-23,999-39-6259,S99950353,X39895840X,Mr.,Edison640,Runolfsson901,,,S,white,nonhispanic,M,Sunnyvale  California  US,791 Smith Center Suite 38,Poway,California,San Diego County,6073,92128,32.851107733789625,-117.11888506288271,126001.52,314422.42,162992
9b203e35-5225-212c-ab91-fbf38d029875,1980-05-05,,999-41-5612,S99931464,X29500179X,Mrs.,Elena945,Carrion142,,Urías338,M,black,hispanic,F,Mexico City  Mexico City  MX,117 Rutherford Crossing Suite 21,Yorba Linda,California,Orange County,6059,92870,33.85025486708279,-117.7216588932145,8886.20,883491.59,8264
bbd0d394-46c8-f4a4-fcf4-b8c8d54584fa,1962-11-19,,999-51-1934,S99979642,X74422216X,Mr.,Martín25,Tirado305,,,M,white,hispanic,M,Santiago de los Caballeros  Santiago  DO,954 Runolfsdottir Trail,Los Angeles,California,Los Angeles County,6037,91406,34.11762820225313,-118.43948340855216,79103.19,105780.27,31711
247aa86c-7e87-e3ce-873d-84353c7d649e,2011-02-26,,999-76-5424,,,,Sadye922,Legros616,,,,white,nonhispanic,F,Los Banos  California  US,1066 Stracke Village,Rancho Santa Margarita,California,Orange County,6059,92692,33.6740909727508,-117.5670892888538,14399.42,9210.72,46945
756a5473-55fd-43de-1bfd-5bb9d487c29a,1994-01-14,,999-22-1670,S99968738,X57140906X,Mrs.,Ivonne773,Wuckert783,,McClure239,M,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,428 Metz Key Apt 21,Lucas Valley-Marinwood,California,Marin County,,00000,37.990608703065305,-122.60386597357923,171845.09,1648433.01,150049
8de24f11-8887-8f52-8806-aa06a6ea4245,1999-08-03,2023-03-25,999-84-8875,S99997413,X50439910X,Ms.,Shaunte610,Kulas532,,,,white,nonhispanic,F,Bakersfield  California  US,1010 Haag Byway Suite 41,Yucaipa,California,San Bernardino County,6071,92359,34.010605803576645,-116.98628822972397,370804.32,1757159.59,414577
407df9bd-bc70-ba3d-521b-441fc8c6363d,2009-08-30,,999-94-7331,,,,Gilberto712,Grijalva82,,,,hawaiian,hispanic,M,Guatemala City  Guatemala  GT,197 Wiegand Bypass Unit 33,Milpitas,California,Santa Clara County,6085,95035,37.398062217947704,-121.85000647914488,33358.19,7083.87,133946
0c87b895-4576-dd9b-5336-84734e781723,1999-08-03,,999-46-2618,S99960352,X40805291X,Ms.,Glenna97,Dickinson688,,,,white,nonhispanic,F,Loomis  California  US,976 Fadel Club Suite 92,Yucaipa,California,San Bernardino County,6071,92373,34.01830364014806,-117.17934850135462,38968.43,53104.72,414577
7f493d02-9aab-9f2c-8d91-08e1c010cfed,1951-03-03,,999-86-1289,S99917423,X46094986X,Mrs.,Scarlet110,Champlin946,,Gibson10,M,white,hispanic,F,Stanford  California  US,553 Koepp Avenue,Vista,California,San Diego County,6073,92084,33.26751168811342,-117.21758882452978,979302.11,1048621.70,40142
2ce50699-8d22-38a2-03db-c3e613c957d3,1983-07-08,,999-55-1614,S99948938,X3048691X,Mr.,Pat3,Wiegand701,,,D,white,hispanic,M,Fresno  California  US,266 Roob Boulevard,Bloomington,California,San Bernardino County,6071,92316,34.09011865194996,-117.34645934943342,65163.32,693.69,106221
76dc332c-024e-460a-98ca-929bf58fc7bd,1989-10-28,,999-64-2602,S99928873,X24712309X,Mr.,Thad495,Hyatt152,,,M,asian,nonhispanic,M,Hyderabad  Andhra Pradesh  IN,782 Turcotte Burg Apt 0,Lancaster,California,Los Angeles County,6037,93535,34.71472710824242,-117.8885451713121,112529.99,2019.65,114468
6454a1e1-d40b-5bf2-ed39-676071ff342d,1991-01-30,,999-32-1191,S99987765,X63233226X,Mr.,Matthew562,Roberts511,,,M,white,nonhispanic,M,Los Angeles  California  US,1063 Abshire Green,San Diego,California,San Diego County,6073,91914,33.00749613898416,-116.85363623276565,42336.75,85974.96,224482
99c1bcd1-29bb-229e-b388-b4791b33e4d5,2020-04-10,,999-10-3524,,,,Lai148,Bruen238,,,,white,nonhispanic,F,Yorba Linda  California  US,304 Von Parade,Camp Pendleton North,California,San Diego County,,00000,33.35834620552332,-117.30182035188622,650.00,8095.49,37010
f2c924be-17a6-6fbd-b94c-99280215c354,2008-02-25,,999-82-4787,,,,Fernando603,Narváez57,,,,black,hispanic,M,Santiago de los Caballeros  Santiago  DO,199 Romaguera Crossing Suite 8,Seaside,California,Monterey County,6053,93940,36.54396194766457,-121.883627032264,4742.99,263942.87,37838
b968acf5-d1e9-a555-aba3-4869bf93a908,1945-05-13,,999-62-7152,S99958881,X38216060X,Mr.,Randy380,Nienow652,,,M,white,nonhispanic,M,Corona  California  US,537 Gleason Stravenue Suite 50,Poway,California,San Diego County,6073,92025,33.04258031157549,-116.87929757157794,179541.06,311634.06,162992
c1336869-302f-afd9-33a6-3feef5768db5,1993-06-30,,999-85-1223,S99932832,X64820381X,Mrs.,Assunta351,Kub800,,Tillman293,M,white,nonhispanic,F,Los Angeles  California  US,729 Braun Vale,Los Angeles,California,Los Angeles County,6037,90062,34.32591033856524,-118.50464254393424,62770.93,1579453.67,36562
46f9e845-823c-7c7f-ea56-d86b33e6ac79,2002-03-21,,999-27-4676,S99939385,X33192356X,Mr.,Kim439,Rutherford999,,,,black,nonhispanic,M,Oceanside  California  US,361 O'Kon Wall,Fullerton,California,Orange County,6059,92806,33.87788001277667,-117.89255522353616,4178.66,35589.73,42159
1c260242-f513-9a53-02ed-337aecd6da84,1940-09-11,2012-06-22,999-66-9074,S99991331,X69351678X,Mrs.,Ana Luisa894,Piña753,,Gallardo890,M,white,hispanic,F,Tegucigalpa  Francisco Morazán  HN,664 Stiedemann Terrace,Bakersfield,California,Kern County,6029,93307,35.326680559457415,-119.08578178034352,42263.93,1728652.18,20783
5906498a-7ed9-e8a1-d7c1-0f708d9a9f20,1964-12-10,,999-54-4790,S99912969,X65255607X,Mr.,Rob341,Braun514,,,D,white,nonhispanic,M,Vacaville  California  US,124 Heathcote Plaza,San Francisco,California,San Francisco County,6075,94127,37.684992478813136,-122.3346446321329,18682.20,323246.43,20467
826edffc-f1eb-9693-9b65-bfdfd63c70d9,1949-04-26,,999-91-9300,S99954702,X16811976X,Mr.,Max124,Rosenbaum794,,,M,white,nonhispanic,M,Escondido  California  US,525 Auer Estate Suite 67,Fallbrook,California,San Diego County,6073,92028,33.36922417659291,-117.21070181180934,86072.19,136546.12,33781
bab8876e-8b6d-4da5-e159-6d61df684981,1983-05-24,,999-70-2947,S99938887,X71220153X,Mr.,Desmond566,Larkin917,,,M,white,nonhispanic,M,Oakland  California  US,668 Deckow Tunnel,Los Angeles,California,Los Angeles County,6037,90063,34.107275334319205,-118.23598618255636,5914.04,70052.06,14056
a40fb869-59bb-0c2a-f377-eac4b0f7558e,1975-06-22,,999-14-2532,S99932510,X43075397X,Mr.,Harley673,Kub800,,,S,white,nonhispanic,M,San Gabriel  California  US,629 Breitenberg Vale,Sacramento,California,Sacramento County,6067,95837,38.69009482464858,-121.46154544093288,8972.45,106349.03,16334
9cad9ce7-c8a7-0f6d-149f-492a0cbb722f,2006-01-30,,999-67-5495,S99931144,,,Hiram237,Monahan736,,,,white,nonhispanic,M,Firebaugh  California  US,692 Weimann Vista Unit 35,Corona,California,Riverside County,6065,92882,33.845903507044035,-117.56585364971833,28876.14,6245.97,54444
e715f590-44c0-2a78-bce9-5abea7de9755,1999-06-06,,999-69-5022,S99989661,X74072924X,Ms.,Latricia419,Volkman526,,,,white,nonhispanic,F,Fairfield  California  US,169 Howe Brook Suite 96,Yuba City,California,Sutter County,6101,95991,38.997272939547464,-121.61415323565771,340838.26,1057091.37,103709
fa14c8db-b4d2-e8c7-e23c-c0ee6b52234c,1999-06-23,,999-39-1216,S99941432,X42507804X,Ms.,Jasmin506,Bogan287,,,,white,nonhispanic,F,Lemon Grove  California  US,234 Marquardt Mews Apt 65,Mission Viejo,California,Orange County,6059,92692,33.621386150322266,-117.55665332763641,72988.27,333305.01,66594
9bd895be-b080-bb80-a0bb-b9f3c859179c,2006-11-08,,999-40-3231,S99997542,,,Belva820,Torphy630,,,,white,nonhispanic,F,Santa Ana  California  US,769 Hackett Mission,Fontana,California,San Bernardino County,6071,92335,34.13713479831712,-117.42533524261398,58521.35,69934.67,118575
f4b9240a-2453-5d28-282c-4787a93427d4,1953-03-02,2008-09-26,999-84-3613,S99936718,X59941597X,Mr.,Norman647,Langworth352,,,M,white,nonhispanic,M,Munich  Bavaria  DE,764 Upton Overpass Suite 44,Coronado,California,San Diego County,6073,91932,32.679119588960184,-117.19436618082324,154267.64,29041.91,47039
a70b0c5f-fd7c-c3c7-68cc-77ab4975ce5b,1961-10-14,,999-21-2273,S99924625,X47721723X,Ms.,Mayte822,Bañuelos542,,,S,black,hispanic,F,Roseau  Saint George  DM,1090 Cremin Course Suite 76,San Francisco,California,San Francisco County,6075,94132,37.82120489915041,-122.42121632949608,16301.30,1330147.88,4824
a6606e19-7063-eb10-acab-184aff14ac96,1938-10-09,2022-02-19,999-36-7381,S99915599,X11031658X,Mr.,Todd315,Bayer639,,,M,white,nonhispanic,M,San Ramon  California  US,1093 Lubowitz Row Unit 74,Seaside,California,Monterey County,6053,93955,36.59485601450499,-121.82956141698263,27238.30,1688292.31,23103
bf19e506-a1ff-b6c7-d104-cad292d80bcb,1982-05-24,,999-66-5520,S99981984,X61226927X,Mr.,Cyril535,Hegmann834,,,M,black,nonhispanic,M,Torrance  California  US,853 Collins Fork Unit 27,Albany,California,Alameda County,6001,94710,37.84656068451956,-122.26953880992687,96745.99,17398.58,59425
5e68e571-aac5-9761-2970-7b81fa031e63,2004-04-15,,999-60-8216,S99953119,,Mr.,Raúl937,Serrato62,,,,white,hispanic,M,Panama City  Panama  PA,302 Casper Wynd Apt 54,Los Angeles,California,Los Angeles County,6037,91343,34.03722248585826,-118.40195699781466,7150.00,1057216.86,6631
79de3e35-c5c8-43f2-98c0-46ba6e35f44a,1953-11-24,,999-49-6112,S99927053,X47844246X,Mrs.,Annette105,Rosenbaum794,,Wehner319,M,white,nonhispanic,F,Los Angeles  California  US,1069 Schmitt Parade,Los Angeles,California,Los Angeles County,6037,91607,34.01808520240229,-118.26968958203842,109717.42,3477955.47,16004
7ad80ebf-1046-99c4-4434-53f44690e737,1940-09-11,,999-88-1813,S99920872,X34658901X,Mrs.,Magdalena964,Sierra982,,Jaramillo133,M,white,hispanic,F,San Juan  Puerto Rico  PR,239 Doyle Union,Bakersfield,California,Kern County,6029,93306,35.395970009220356,-119.0238718750055,22948.97,2054481.03,20783
5f71885a-a934-f0ab-0015-8bd079d258ae,1953-03-02,,999-28-6209,S99985234,X89334720X,Mr.,Mario764,Hessel84,,,M,white,nonhispanic,M,Hamburg  Hamburg  DE,436 Pfeffer Viaduct Apt 2,Coronado,California,San Diego County,6073,92118,32.68848762885016,-117.16442392482638,348077.75,111368.18,47039
ea8a58d4-f48f-ae1a-7d53-ded3c409955c,1994-01-01,,999-46-2588,S99940996,X36247889X,Ms.,Trudie215,Schoen8,,,S,asian,hispanic,F,San Bernardino  California  US,1042 Stracke Annex Suite 78,San Jose,California,Santa Clara County,6085,95118,37.3051703306228,-121.87317665724518,23419.00,348971.28,424501
9cf34bb3-aac1-d248-3039-265c4f967ee7,2010-10-18,,999-13-8867,,,,Dewey930,Krajcik437,,,,white,nonhispanic,M,East Hemet  California  US,749 Stehr Gateway,San Buenaventura (Ventura),California,Ventura County,6111,93003,34.426813773167574,-119.0749211879909,1350.00,20911.10,29535
31861a60-3950-98aa-cd0b-45b44a983737,1917-12-24,1976-11-21,999-19-9076,S99946406,X74549616X,Mr.,Ralph813,Ebert178,,,W,hawaiian,nonhispanic,M,Riverside  California  US,929 Rohan Knoll,San Francisco,California,San Francisco County,6075,94103,37.759338498560695,-122.45031401823302,520774.33,452666.32,648
d66efacc-cc48-60c2-6c00-a1f17e36f469,1987-03-28,,999-56-9610,S99915511,X29977573X,Mr.,Bernardo699,Zamora648,,,M,white,hispanic,M,Gaudalajara  Jalisco  MX,594 Wilderman Terrace Apt 66,Coalinga,California,Fresno County,6019,93210,36.175985989324765,-120.37739225804195,12063.18,369490.98,9414
280ab7f8-5065-2581-4b14-596124e5db10,1956-09-05,2017-03-20,999-77-3154,S99983094,X9851666X,Mrs.,Sonia106,Tamez493,,Samaniego616,W,white,hispanic,F,Puebla  Puebla  MX,1064 Lemke Way,Rancho Cucamonga,California,San Bernardino County,6071,92336,34.142259683530895,-117.55634216767275,1306706.56,810237.05,51449
d175f14e-8e27-a769-a633-0cee988ce3ae,2009-01-24,,999-30-8501,,,,Lucia634,Luna60,,,,white,hispanic,F,Roseau  Saint George  DM,759 Harber Landing Apt 50,Fresno,California,Fresno County,6019,93710,36.79608845273273,-119.86872063385823,2150.00,38391.95,9980
c830cd1d-bd17-3c3b-139a-05b9b39b9d8d,1982-01-19,,999-96-6819,S99998130,X48348108X,Mr.,Lynn917,Jones311,,,M,white,hispanic,M,La Habra  California  US,216 Ondricka Knoll,Los Angeles,California,Los Angeles County,6037,90501,34.03159384607137,-118.30237945272364,8499.17,92401.00,21993
9e15edca-c8e5-6825-dfd7-5619fad2d12f,1978-01-09,,999-74-7969,S99942215,X53877328X,Mr.,Chase54,Turner526,,,W,white,nonhispanic,M,Los Angeles  California  US,616 Koch Ferry,San Francisco,California,San Francisco County,6075,94111,37.80490687831268,-122.37939943869931,780959.13,21433.95,48548
f90b7ef1-002b-2468-7bc5-189f4f64f69b,1925-07-27,2017-09-07,999-89-1922,S99999093,X23968692X,Mr.,Roman389,Moore224,,,D,black,nonhispanic,M,Lathrop  California  US,320 Kuhlman Approach,La Puente,California,Los Angeles County,6037,91746,34.0082756402134,-117.9462968752801,264477.20,2482879.61,26787
7fb8da33-97f0-7e54-4fb2-489dd04e7532,1938-10-09,,999-38-8436,S99976049,X27876078X,Mr.,Mervin111,Hamill307,,,S,white,nonhispanic,M,San Francisco  California  US,814 Bartoletti Highlands Apt 64,Seaside,California,Monterey County,6053,93940,36.59551537584355,-121.82201671712343,25124.91,560178.93,23103
8d8f3fb1-63ba-a0d2-3a05-7e649b63804a,1993-05-19,1999-05-16,999-39-7090,,,,Gretta175,Green467,,,,black,nonhispanic,F,Mission Viejo  California  US,207 Hilll Annex,Laguna Beach,California,Orange County,6059,92651,33.494684298322305,-117.73327185170517,24130.48,18637.99,621863
8b988558-b5d8-6961-df4d-c0976887e0d1,1990-11-20,,999-55-4089,S99940583,X7057861X,Ms.,Marcela739,Córdova800,,,S,white,hispanic,F,San Salvador  El Salvador  SV,382 Leuschke Haven Suite 31,San Jacinto,California,Riverside County,6065,92543,33.66905959751235,-116.94844994416005,145301.32,297947.05,81646
58846128-af3d-5058-bd7f-3aa849a79a1d,1921-05-05,1973-05-05,999-51-1364,S99968365,X20251490X,Mr.,Wilfred787,Heaney114,,,S,white,nonhispanic,M,Clovis  California  US,249 Padberg Gardens Unit 75,Terminous,California,San Joaquin County,,00000,38.089253684812704,-121.49608383715788,431350.44,259364.04,41293
1e486c07-20f2-095c-218c-7d607c240cee,1993-05-19,,999-38-3622,S99986244,X3474132X,Mrs.,Caprice565,Cole117,,Lehner980,M,black,nonhispanic,F,Tracy  California  US,846 Cormier Esplanade,Laguna Beach,California,Orange County,6059,92651,33.494180156065745,-117.66613364409076,173135.12,715735.46,621863
9aac4b5b-d512-37a1-4fce-0113f4fd0efb,1956-09-05,,999-32-8729,S99983276,X54445015X,Mrs.,Rosalia943,Samaniego616,,Agosto501,M,white,hispanic,F,Guatemala City  Guatemala  GT,572 Stanton Mission,Rancho Cucamonga,California,San Bernardino County,6071,92336,34.14736447626959,-117.57322304472656,1205981.59,595801.30,51449
def6a028-6f89-edf7-c79f-86e020e58fc5,1977-03-15,,999-32-6290,S99910797,X14483939X,Mr.,Nicolás801,Delrío329,,,M,black,hispanic,M,Havana  Havana  CU,376 Kerluke Club Apt 53,Lennox,California,Los Angeles County,6037,90304,33.969731140645415,-118.37209105506228,609284.52,497379.03,46001
322eae8d-4307-a3ee-8467-199c6b5a9af3,1961-05-29,,999-26-2116,S99938654,X76495992X,Mr.,Maurice742,O'Conner199,,,M,black,nonhispanic,M,San Diego  California  US,402 Ortiz Hollow Apt 96,Glendale,California,Los Angeles County,6037,91210,34.25317980485531,-118.21806150935927,9679.38,293354.03,14024
dc77189a-7aa7-7bb2-8774-401ca51362f5,1998-07-16,,999-98-8444,S99936916,X15603357X,Mr.,Joseph689,Schumm995,,,,white,hispanic,M,Long Beach  California  US,308 Kuhic Trailer,Westminster,California,Orange County,6059,92683,33.77124529451246,-118.02562692646653,58574.71,12907.88,72151
